code,name,eog_score_latino
830349,Spring Hill Middle,41.2
830356,South Scotland Elementary,N/A
830360,Wagram Elementary,N/A
830364,Sycamore Lane Elementary,N/A
840302,Albemarle High,N/A
840303,Albemarle Middle,57.3
840304,Aquadale Elementary,N/A
840308,Badin Elementary,N/A
840310,Central Elementary,42.9
840312,Endy Elementary,N/A
840316,East Albemarle Elementary,70
840320,Locust Elementary,64
840324,Millingport Elementary,N/A
840328,North Stanly Middle,59.6
840332,North Stanly High,N/A
840336,Norwood Elementary,N/A
840342,Oakboro Choice STEM,30.6
840344,Richfield Elementary,N/A
840350,West Stanly Middle School,53.8
840356,South Stanly High,N/A
840358,South Stanly Middle,47.8
840360,Stanfield Elementary,55.6
840361,Stanly Early College High,N/A
840366,Stanly County Virtual Education,N/A
840368,West Stanly High,60
840370,Stanly Academy Learning Center,N/A
850304,Chestnut Grove Middle,48
850312,Germanton Elementary,N/A
850314,Mount Olive Elementary,N/A
850316,King Elementary,N/A
850320,Lawsonville Elementary,N/A
850324,Meadowbrook Academy,N/A
850328,Nancy Reynolds Elementary,N/A
850332,North Stokes High,N/A
850336,Pine Hall Elementary,N/A
850338,Piney Grove Middle,N/A
850340,Pinnacle Elementary,N/A
850342,Poplar Springs Elementary,N/A
850348,Sandy Ridge Elementary,N/A
850350,Southeastern Middle,N/A
850352,South Stokes High,N/A
850354,London Elementary,N/A
850356,Walnut Cove Elementary,N/A
850358,West Stokes High,N/A
850360,Stokes Early College,N/A
860302,Cedar Ridge Elementary,43.6
860306,Central Middle,60
860308,Copeland Elementary,64.7
860312,Dobson Elementary,58.6
860320,Flat Rock Elementary,71.1
860324,Franklin Elementary,52.9
860326,J Sam Gentry Middle,67.2
860330,Meadowview Magnet Middle,62.9
860332,Mountain Park Elementary,N/A
860336,North Surry High,50
860339,Pilot Mountain Elementary,57.4
860340,Pilot Mountain Middle,61
860344,Rockford Elementary,55.2
860348,Shoals Elementary,N/A
860352,Surry Central High,43.8
860316,East Surry High,34.4
860354,Surry Early College,83.7
860356,Westfield Elementary,43.3
860360,White Plains Elementary,74.3
861304,Elkin Elementary,58
861308,Elkin High,62.9
861312,Elkin Middle,61.8
862308,Bruce H Tharrington Primary,N/A
862310,Jones Intermediate,40.4
862312,Mount Airy High,53.7
862316,Mount Airy Middle,65.4
870314,Swain County High School,N/A
870318,Swain County Middle School,41.7
870320,Swain County East Elementary,N/A
870324,Swain County West Elementary,N/A
880304,Brevard Elementary,47.9
880308,Brevard High,59.4
880312,Brevard Middle,56.4
880318,Pisgah Forest Elementary,41.5
880320,Davidson River School,N/A
880324,Rosman Elementary,N/A
880328,Rosman High,N/A
880330,Rosman Middle,N/A
880336,T C Henderson,N/A
890304,Columbia High,N/A
890306,Columbia Middle,38.8
890308,Tyrrell Elementary,33.3
900302,Antioch Elementary,75
900303,Rea View Elementary,N/A
900304,Benton Heights Elementary,50
900305,New Town Elementary,87.5
900306,East Elementary,46.7
900307,Rocky River Elementary,68
900308,East Union Middle,51.3
900310,Cuthbertson Middle,81.6
900311,Cuthbertson High,86.8
900312,Fairview Elementary,48
900314,Monroe Middle,52.5
900316,Forest Hills High,39.5
900318,Hemby Bridge Elementary,67.9
900320,Indian Trail Elementary,56
900328,Kensington Elementary,91.7
900332,Marshville Elementary,46.3
900334,Marvin Elementary,>95
900336,Monroe High,40.1
900340,New Salem Elementary,N/A
900341,Porter Ridge Elementary,61
900342,Porter Ridge High School,55.1
900343,Porter Ridge Middle School,67.9
900344,Parkwood High,54.1
900346,Parkwood Middle,50.5
900347,Poplin Elementary,79.8
900348,Piedmont High,56.1
900350,Piedmont Middle,63.1
900351,Rock Rest Elementary,73.2
900352,Prospect Elementary,40.3
900353,Sandy Ridge Elementary,76.3
900354,Sardis Elementary,61.8
900356,Shiloh Elementary,66.9
900358,Stallings Elementary,69.2
900360,Sun Valley High,47.3
900362,Sun Valley Middle,62.8
900363,Sun Valley Elementary,62.3
900364,Union Elementary,62.5
900365,South Providence,N/A
900366,Central Academy of Technology and Arts,94.7
900367,Union County Early College,94.3
900368,Unionville Elementary,69
900370,Walter Bickett Elementary,46.8
900372,Waxhaw Elementary,57.4
900376,Weddington Elementary,91.7
900377,Weddington High,72.9
900378,Weddington Middle,86.6
900380,Wesley Chapel Elementary,80.8
900384,Western Union Elementary,67.7
900388,Wingate Elementary,53.5
900391,Marvin Ridge Middle,85.2
900392,Wolfe School,N/A
900393,Marvin Ridge High,91.2
910304,Aycock Elementary,60
910308,Carver Elementary,N/A
910311,Clarke Elementary,66
910314,Dabney Elementary,62.5
910316,Vance County Middle School,43.2
910340,New Hope Elementary,N/A
910346,E O Young Jr Elementary,38.9
910356,Pinkston Street Elementary,86.7
910360,E M Rollins Elementary,N/A
910368,AdVance Academy,N/A
910370,Vance County High School,30.8
910376,L B Yancey Elementary,88.6
910380,Zeb Vance Elementary,53
910382,Vance Co Early College,N/A
910384,STEM Early High,92.3
920302,River Bend Elementary,42.6
920303,Abbotts Creek Elementary,54.8
920304,Adams Elementary,45
920306,Herbert Akins Rd Elementary,63.4
920307,Alston Ridge Elementary,60.9
920308,Apex Elementary,45.3
920312,Apex Middle,49.6
920315,Apex Friendship Middle,75
920316,Apex High,48.4
920317,Apex Friendship High,72.2
920318,Athens Drive High,36.6
920320,Aversboro Elementary,30.6
920324,Longview,N/A
920325,Banks Road Elementary,41.9
920326,Baileywick Road Elementary,30.1
920327,Ballentine Elementary,36.5
920328,Baucom Elementary,46.9
920329,Barwell Road Elementary,33.6
920332,Beaverdam Elementary,34
920334,Brassfield Elementary,28.3
920336,Brentwood Elementary,43.2
920340,Briarcliff Elementary,48.3
920342,Brier Creek Elementary,44.8
920344,Brooks Elementary,28.1
920348,Needham Broughton High,18.8
920349,Bryan Road Elementary,61.3
920351,Buckhorn Creek Elementary,47.8
920352,Bugg Elementary,16.4
920356,Carnage Middle,41.3
920358,Carpenter Elementary,37.3
920360,Carroll Middle,38.3
920362,Carver Elementary,47.6
920364,Cary Elementary,36.8
920368,Cary High,36.7
920369,Cedar Fork Elementary,N/A
920370,Centennial Campus Middle,30.5
920376,Combs Elementary,57.3
920380,Conn Elementary,53.1
920381,Connections Academy,N/A
920384,Creech Road Elementary,48.8
920386,Crossroads FLEX,N/A
920388,Daniels Middle,54.8
920390,Davis Drive Elementary,80.4
920391,Davis Drive Middle,72.4
920393,Dillard Drive Elementary,42.9
920394,Dillard Drive Middle,34.9
920396,Douglas Elementary,32.1
920398,Durant Road Elementary,42.7
920399,Durant Road Middle,38.6
920400,Reedy Creek Middle,45.6
920402,East Cary Middle,35.5
920403,East Garner Elementary,40.3
920404,East Garner Middle,48
920408,East Millbrook Middle,42.9
920410,East Wake Middle,33
920411,East Wake High,43.2
920413,Forestville Road Elementary,37.1
920414,Farmington Woods Elementary,48.7
920415,Fox Road Elementary,57
920416,Fuller Elementary,31.1
920417,Forest Pines Drive Elementary,48.5
920420,Fuquay-Varina Elementary,48.3
920424,Fuquay-Varina Middle,49.7
920428,Fuquay-Varina High,50.5
920412,Enloe High,29.7
920436,Garner High,37.3
920438,River Oaks Middle,N/A
920439,Green Hope Elementary,N/A
920440,Green Elementary,42.3
920441,Green Hope High,73.3
920442,Hilburn Drive Academy,52.9
920443,Highcroft Elementary,79.3
920444,Heritage Middle,76.7
920445,Heritage High,52.3
920446,Hodge Road Elementary,34.7
920447,Holly Springs Elementary,68
920448,Hunter Elementary,32
920449,Holly Ridge Elementary,68.1
920450,Holly Ridge Middle,41.9
920451,Harris Creek Elementary,51
920452,Jeffreys Grove Elementary,81.1
920453,Jones Dairy Elementary,71.7
920454,Heritage Elementary,67.1
920455,Holly Springs High,58.7
920456,Joyner Elementary,63.8
920457,Holly Grove Elementary,75
920458,Holly Grove Middle,49.2
920459,Hortons Creek Elementary,76.8
920460,Kingswood Elementary,52.2
920464,Knightdale Elementary,43.2
920466,Knightdale High,23.8
920467,Laurel Park Elementary,54.4
920468,Lacy Elementary,54.2
920469,Leesville Road Elementary,74.1
920470,Lead Mine Elementary,41.5
920471,Leesville Road Middle,62.3
920472,Ligon Middle,37.2
920473,Leesville Road High,57.1
920474,Lake Myra Elementary,38.4
920476,Lincoln Heights Elementary,34.7
920480,Lockhart Elementary,44.4
920484,Lufkin Road Middle,47.7
920488,Lynn Road Elementary,59.4
920492,Martin Middle,41.3
920494,Middle Creek Elementary,41.1
920495,Middle Creek High,36.9
920496,Millbrook Elementary,37.7
920500,Millbrook High,39.8
920501,Mills Park Elementary,55.4
920502,Mills Park Middle,79.4
920504,Morrisville Elementary,76.2
920506,Moore Square Middle,41.3
920508,Mount Vernon,N/A
920512,North Garner Middle,46.1
920514,North Forest Pines Elementary,43
920516,North Ridge Elementary,40.8
920518,North Wake College and Career Academy,71.9
920520,Northwoods Elementary,44
920521,Oakview Elementary,62.8
920522,Oak Grove Elementary,30.2
920523,Olive Chapel Elementary,83
920524,Olds Elementary,N/A
920525,Partnership Elementary,34.8
920526,Panther Creek High,77.9
920528,Phillips High,N/A
920529,Pine Hollow Middle,57.9
920530,Penny Road Elementary,52.3
920531,Pleasant Union Elementary,55.6
920532,Poe Elementary,33.3
920533,Pleasant Grove Elementary,49
920536,Powell Elementary,50
920540,Rand Road Elementary,38.9
920542,Reedy Creek Elementary,40.9
920543,Richland Creek Elementary,50.9
920544,Rolesville Elementary,45.2
920545,Rolesville Middle,52.3
920546,Rolesville High,48.2
920547,Rogers Lane Elementary,32.9
920548,Root Elementary,N/A
920549,River Bend Middle,33.1
920550,Salem Elementary,35.5
920551,Salem Middle,55.1
920552,Sanderson High,43.2
920554,Sanford Creek Elementary,39.2
920556,SCORE Academy,N/A
920557,Scotts Ridge Elementary,74.2
920560,Smith Elementary,45.6
920561,South Garner High,35.6
920562,Southeast Raleigh High,26
920564,Stough Elementary,38.9
920568,Swift Creek Elementary,42.4
920569,Sycamore Creek Elementary,67.5
920570,Timber Drive Elementary,23.8
920571,Turner Creek Elementary,73.8
920572,Underwood Elementary,39.6
920576,Vance Elementary,31.7
920580,Vandora Springs Elementary,45.4
920581,Vernon Malone College and Career Academy,66
920582,Wake STEM Early College High School,N/A
920583,Wake Early College of Health and Science,93.8
920584,Wake Forest Elementary,53.8
920585,Wake Young Men's Leadership Academy,71.2
920586,Wake Young Women's Leadership Academy,93.7
920588,Wake Forest High School,39.2
920592,Wake Forest Middle School,47.3
920593,Wakefield Elementary,33.8
920594,Wakefield Middle,50.6
920595,Wakefield High,36.5
920596,Washington Elementary,35.3
920597,Wakelon Elementary,46.3
920598,Weatherstone Elementary,62.1
920599,Walnut Creek Elementary,43
920600,Wendell Elementary,42.4
920601,Wendell Middle,40
920604,West Cary Middle,53.7
920606,West Lake Elementary,35.3
920607,West Lake Middle,47.7
920608,West Millbrook Middle,37
920614,White Oak Elementary,89.5
920616,Wilburn Elementary,45.2
920618,Wildwood Forest Elementary,33.3
920620,Wiley Elementary,28.6
920624,Willow Springs Elementary,71.2
920626,Yates Mill Elementary,51.3
920628,York Elementary,54.8
920632,Zebulon Elementary,36.4
920636,Zebulon Middle,57.6
930330,Mariam Boyd Elementary,65
930340,Northside K-8,54.3
930344,South Warren Elementary,N/A
930348,Vaughan Elementary,N/A
930352,Warren County High,N/A
930354,Warren County Middle,54.2
930360,Warren Early College High,N/A
930700,Warren New Tech High,N/A
940306,Creswell Elementary,36.1
940314,Pines Elementary,N/A
940316,Washington County High,N/A
940328,Washington County Middle,61.1
940330,Washington Early College High,N/A
950308,Bethel Elementary,N/A
950312,Blowing Rock Elementary,N/A
950316,Cove Creek Elementary,N/A
950320,Green Valley Elementary,N/A
950322,Hardin Park Elementary,52.3
950324,Mabel Elementary,N/A
950328,Parkway Elementary,48.9
950332,Valle Crucis Elementary,43.8
950336,Watauga High,48.1
950338,Watauga Innovation Academy,N/A
960312,Brogden Middle,32.7
960314,Brogden Primary,40.5
960316,Carver Elementary,43.2
960318,Carver Heights Elementary,29.4
960324,Charles B Aycock High,46.2
960326,Dillard Middle,22.7
960329,Eastern Wayne Elementary,39
960330,Eastern Wayne High,54.5
960331,Eastern Wayne Middle,45.9
960332,Edgewood Cmty Developmental,N/A
960334,Fremont STARS Elementary,42.9
960335,Goldsboro High,N/A
960336,Grantham Elementary,71.6
960338,Grantham Middle,38.5
960340,Greenwood Middle,54.1
960344,Meadow Lane Elementary,55.4
960348,Mount Olive Middle,44.7
960360,Norwayne Middle,53.4
960370,Rosewood Elementary,38.8
960372,Rosewood High,N/A
960374,Rosewood Middle,37
960380,Southern Wayne High,32.5
960382,Spring Creek Elementary,53.5
960386,Spring Creek High,39.9
960387,Spring Creek Middle,46.4
960388,Tommy's Road Elementary,60
960390,North Drive Elementary,N/A
960450,Northeast Elementary,58.7
960454,Northwest Elementary,47.5
960488,Wayne Middle / High Academy,N/A
960490,Wayne Early / Middle College High,N/A
960700,Wayne School of Engineering,82.5
970308,Boomer-Ferguson Elementary School,N/A
970310,C B Eller Elementary School,N/A
970312,C C Wright Elementary School,57.4
970315,Central Wilkes Middle School,49.8
970320,East Wilkes High School,N/A
970322,East Wilkes Middle School,48.5
970337,Millers Creek Elementary School,38.5
970340,Moravian Falls Elementary School,72.2
970344,Mount Pleasant Elementary School,N/A
970348,Mountain View Elementary School,56.3
970352,Mulberry Elementary School,59.3
970356,North Wilkes High School,55.6
970358,North Wilkes Middle School,48.6
970360,North Wilkesboro Elementary School,54.1
970368,Roaring River Elementary School,N/A
970370,Ronda-Clingman Elementary School,N/A
970376,Traphill Elementary School,N/A
970389,West Wilkes Middle School,53.8
970390,Wilkes Central High School,23.8
970392,Wilkesboro Elementary School,48
970393,Wilkes Early College High School,N/A
980306,Milton M Daniels Learning Center,N/A
980308,B O Barnes Elementary,27.8
980317,Charles H Darden Middle,59.5
980318,Beddingfield High,57.3
980320,Frederick Douglass Elementary,71.7
980324,Elm City Middle,51.6
980336,Fike High,44.4
970388,West Wilkes High School,30.3
980338,Forest Hills Middle,66.7
980340,Gardners Elementary,68.6
980342,James Hunt High,55.3
980344,John W Jones Elementary,54.8
980348,Lee Woodard Elementary,58.8
980352,Lucama Elementary,67.2
980356,Margaret Hearne Elementary,46.5
980357,Vick Elementary,41.7
980360,New Hope Elementary,78.3
980364,Rock Ridge Elementary,81.8
980380,Speight Middle,53.2
980384,Springfield Middle,65.9
980388,Stantonsburg Elementary,60.8
980390,Toisnot Middle,50.5
980392,Vinson-Bynum Elementary,77.3
980396,Wells Elementary,N/A
980397,Wilson Academy of Applied Technology,88.6
980398,Wilson Early College Academy,N/A
980400,Winstead Elementary,52.9
990304,Boonville Elementary,45.8
990308,Courtney Elementary,55.6
990312,East Bend Elementary,50
990316,Fall Creek Elementary,56.3
990320,Forbush Elementary,50
990321,Forbush Middle,50
990322,Forbush High,57.3
990324,Jonesville Elementary,50
990325,Starmount Middle,51.5
990326,Starmount High,44.8
990328,West Yadkin Elementary,47.3
990332,Yadkin Early College,N/A
990336,Yadkinville Elementary,53.4
990340,Yadkin Success Academy,N/A
995304,Bald Creek Elementary,N/A
995312,Burnsville Elementary,34.7
995316,Cane River Middle,33.9
995320,Clearmont Elementary,N/A
995324,East Yancey Middle,42.6
995328,Micaville Elementary,N/A
995330,Mountain Heritage High,37.5
995336,South Toe Elementary,N/A
34Z000,Appalachian Academy at Middle Fork,23.3
50Z000,Catamount School,N/A
65Z000,D.C. Virgo Preparatory Academy,N/A
74Z000,ECU Community School,N/A
79Z000,Moss Street Partnership School,16.7
94Z000,Northeast Regional School - Biotech/Agri,N/A
00A000,North Carolina Cyber Academy,46.8
00B000,NC Virtual Academy,46.7
01B000,River Mill Academy,63.4
01C000,Clover Garden,61.5
01D000,The Hawbridge School,N/A
06A000,Grandfather Academy,N/A
06B000,Marjorie Williams Academy,N/A
07A000,Washington Montessori,N/A
08A000,Three Rivers Academy,N/A
09A000,Paul R Brown Leadership Academy,N/A
09B000,Emereau Bladen,N/A
10A000,Charter Day School,80.3
10B000,South Brunswick Charter,N/A
11A000,Evergreen Community Charter,N/A
11B000,ArtSpace Charter School,63
11C000,IC Imagine,59.5
11D000,The Franklin School of Innovation,56.7
11K000,Francine Delany New School,N/A
12A000,New Dimensions,N/A
13A000,Carolina International School,57.2
13B000,Cabarrus Charter Academy,46.1
13C000,A.C.E. Academy,39.2
13D000,Concord Lake STEAM Academy,38.9
16B000,Tiller School,N/A
19A000,Chatham Charter,N/A
19B000,Woods Charter,86.1
19C000,Willow Oak Montessori,N/A
20A000,The Learning Center,N/A
23A000,Pinnacle Classical Academy,79.3
24B000,Thomas Academy,N/A
24N000,Columbus Charter School,78.9
26B000,Alpha Academy,65.2
26C000,The Capitol Encore Academy,55.4
27A000,Water's Edge Village School,N/A
29A000,Davidson Charter Academy CFA,N/A
32A000,Maureen Joy Charter School,62.4
32B000,Healthy Start Academy,49.5
32C000,Carter Community Charter,47.7
32D000,Kestrel Heights School,46.3
32H000,Research Triangle Charter,56.7
32K000,Central Park School For Child,46.9
32L000,Voyager Academy,78.6
32M000,Global Scholars Academy,46.3
32N000,Research Triangle High School,N/A
32P000,The Institute Development Young Leaders,41.5
32Q000,Reaching All Minds Academy,24.4
32R000,Excelsior Classical Academy,34.6
32S000,KIPP Durham College Preparatory,41.2
33A000,North East Carolina Prep,48
34B000,Quality Education Academy,45.5
34D000,Carter G Woodson School,25.4
34F000,Forsyth Academy,40.4
34G000,The Arts Based School,N/A
34H000,NC Leadership Charter Academy,71.7
35A000,Crosscreek Charter School,N/A
35B000,Youngsville Academy,70.6
36B000,Piedmont Community Charter School,68.7
36C000,Mountain Island Charter School,74.7
39A000,Falls Lake Academy,71.1
39B000,Oxford Preparatory,N/A
41B000,Greensboro Academy,80.6
41C000,Guilford Preparatory Academy,N/A
41D000,"Phoenix Academy- Primary, Elem. IB MYP",72.2
41F000,Triad Math and Science Academy,49.1
41G000,Cornerstone Charter Academy-CFA,68.8
41H000,College Prep and Leadership Academy,50
41J000,Summerfield Charter Academy,86.9
41K000,Piedmont Classical High School,N/A
41L000,Gate City Charter,43.9
41M000,Next Generation Academy,N/A
41N000,The Experiential School of Greensboro,50
42A000,KIPP Halifax College Prep,N/A
43C000,Anderson Creek Academy,71.9
44A000,Shining Rock Classical Academy CFA,N/A
45A000,The Mountain Community Sch,N/A
45B000,FernLeaf Community Charter School,N/A
49B000,American Renaissance School,50
49D000,Success Institute Charter,N/A
4.90E+01,Pine Lake Preparatory,79.5
49F000,Langtree Charter Academy,56.1
49G000,Iredell Charter Academy,41.7
50A000,Summit Charter,40.8
51A000,Neuse Charter School,57.9
51B000,Johnston Charter Academy,64.8
53B000,Ascend Leadership Academy Lee County,36.4
54A000,Children's Village Academy,N/A
55A000,Lincoln Charter School,70.9
58B000,Bear Grass Charter School,N/A
60B000,Sugar Creek Charter,52.8
60D000,Lake Norman Charter,81.6
60F000,Metrolina Reg Scholars Academy,N/A
60G000,Queen's Grant Community School,66.7
60I000,Community School of Davidson,67.3
60J000,Socrates Academy,72.8
60K000,Charlotte Secondary,51.2
60L000,KIPP Charlotte,33.3
60M000,Corvian Community School,71.7
60N000,Aristotle Preparatory Academy,N/A
60P000,Charlotte Choice Charter,N/A
60Q000,Invest Collegiate Transform,N/A
60S000,Bradford Preparatory School,70.2
60U000,Commonwealth High,N/A
60V000,Charlotte Learning Academy,N/A
60Y000,Pioneer Springs Community School,58.3
61J000,Lakeside Charter Academy,50
61K000,United Community School,50
61L000,Stewart Creek High,N/A
61M000,Charlotte Lab School,54.4
61N000,Queen City STEM School,64.3
61P000,"VERITAS Community School, CFA",50
61Q000,Mallard Creek STEM Academy,59.6
61R000,Matthews Charter Academy,55.8
61S000,Unity Classical Charter,N/A
61T000,Movement Charter School,N/A
61U000,UpROAR Leadership Academy,N/A
61W000,East Voyager Academy of Charlotte,N/A
61X000,Mountain Island Day Community Charter,37.5
63A000,The Academy of Moore County,N/A
63B000,STARS Charter,67.9
63C000,Moore Montessori Community School,N/A
64A000,Rocky Mount Preparatory,40
65A000,Cape Fear Center for Inquiry,N/A
65B000,Wilmington Preparatory Academy,N/A
65C000,Douglass Academy,N/A
65D000,Island Montessori Charter School,N/A
65F000,Coastal Preparatory Academy,N/A
65G000,Girls Leadership Academy of Wilmington,59.5
66A000,KIPP Gaston College Preparatory,63.2
67B000,Z.E.C.A. School of Arts and Technology,N/A
68A000,Eno River Academy,75.9
68C000,The Expedition School,N/A
69A000,Arapahoe Charter School,51.6
70A000,Northeast Academy of Aerospace & AdvTech,N/A
73A000,Bethel Hill Charter,58.8
73B000,Roxboro Community School,89.2
74B000,Ignite Innovation Academy - Pitt,N/A
74C000,Winterville Charter Academy,65.2
76A000,Uwharrie Charter Academy,58.7
78A000,CIS Academy,N/A
78B000,Southeastern Academy,N/A
79A000,Bethany Community School,58.3
80B000,Essie Mae Kiser Foxx Charter,N/A
81A000,Thomas Jefferson Class Academy,83.9
81B000,Lake Lure Classical Academy,52.5
84B000,Gray Stone Day,89.5
86T000,Millennium Charter Academy,50
87A000,Mountain Discovery,N/A
88A000,Brevard Academy,N/A
90A000,Union Academy,63.6
90B000,Union Day School,N/A
90C000,Union Prep Academy at Indian Trail,77.5
91A000,Vance Charter School,69.6
91B000,Henderson Collegiate,82.1
92B000,The Exploris School,76.5
92D000,Magellan Charter,93.8
9.20E+01,Sterling Montessori Academy,82.4
92F000,Franklin Academy,68.1
92G000,East Wake Academy,55.8
92K000,Raleigh Charter High School,N/A
92L000,Torchlight Academy,51.4
92M000,PreEminent Charter,55.7
92N000,Quest Academy,N/A
92P000,Southern Wake Academy,46.2
92Q000,Hope Charter Leadership Academy,N/A
92R000,Casa Esperanza Montessori Charter School,54.5
92S000,Endeavor Charter,N/A
92T000,Triangle Math and Science Academy,87
92U000,Longleaf School of the Arts,N/A
92V000,Wake Forest Charter Academy,64
92W000,Cardinal Charter Academy,64.7
92Y000,Envision Science Academy,87.9
93A000,Haliwa-Saponi Tribal School,N/A
93J000,PAVE Southeast Raleigh Charter,36.5
93L000,Central Wake High School,N/A
93M000,Peak Charter Academy,71.4
93N000,Pine Springs Prep Academy,73.7
93P000,Rolesville Charter Academy,57.8
93R000,Raleigh Oak Charter,N/A
95A000,Two Rivers Community School,N/A
96C000,Dillard Academy,N/A
96F000,Wayne Preparatory Academy,45.9
97D000,Bridges Academy,N/A
98A000,Sallie B Howard School,69
98B000,Wilson Preparatory Academy,64
